StockNumber,Make,Model,Badge,RegoNum,VIN,Price,Year,Odometer,Body,Color,EngineSize,GearType,FuelType,StandardFeatures,OptionalFeatures,AdvDescription,YardCode,Series,NVIC,SpecialPrice,IsDemo,IsSpecial,IsPrestiged,StockType,IsUsed,RegoExpiry,VideoLink,Drive,DoorNum,Cylinders,RedbookCode,IsMiles,ShortDescription,InteriorColour,RegoState,BuildDate,ComplianceDate,GCM,GVM,Tare,SleepingCapacity,Toilet,Shower,AirConditioning,Fridge,Stereo,IsDAP,StockStatus,EngineNumber,GearCount,EnginePower,PowerkW,Powerhp,EngineMake,GPS,SerialNumber,WheelSize,TowBallWeight,Warranty,Wheels,AxleConfiguration,Seats
100879,Honda,Vezel,Hybrid Z Honda Sensing,,6ZZJ000RU31308781,22995.0000,2018,95240,SUV,Black,1500,Auto,Hybrid,"Power Steering,Power Window,Push Start,Air Condition,Alloy WHeel,Leather Seats,ABS Brakes,Power Mirror,Reverse Camera,Heated Seats,Sport Mode,Folding Side Mirror,Cruise Control,Keep Lane Assist,Collision Braking,Traction Control,Econ Mode,Seats Adjustment,Winker Mirror,Fog Light,Alloy Wheel,Rear Spoiler",,"Honda Vezel 2018<br />Stock No: 100879<br />Mileage: 95,240km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,RU3,,,False,False,False,A,True,,,2WD,5,4,,False,RU3-1308781,Gray,VIC,03/18,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100880,Toyota,Prius PHV,S SAFETY PACKAGE,,6ZZL0ZVW523161881,24995.0000,2020,79611,Hatchback,Blue,1800,Auto,Plug-In Hybrid,"Power Window,Power Steering,Air Condition,ABS Brakes,Push Start,Power Mirror,Reverse Camera,Alloy Wheel,Eco Mode,Climate Control,Keep Lane Assist,Cruise Control,Dash Camera,Winker Mirror,Parking Sensor,Traction Control,Seat Adjustment,Fog Lights",,"Toyota Prius PHV 2020 <br />Stock No: 100880<br />Mileage: 79,611 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,ZVW52,,,False,False,False,A,True,,,2WD,5,4,,False,ZVW52-3161881,Gray,VIC,05/20,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100893,Toyota,Estima,G,,6ZZA0AHR207051454,16500.0000,2010,94436,Van,Silver,2400,Auto,Hybrid,"Power Steering,Power Window,Air Condition,ABS Brakes,Reveres Camera,Power Doors,AFS Mode,Folding Side Mirror,Snow Mode,Ev Mode,Heated Seats,Dual Zone Climate Control,Push Start,Cruise Control,E-Four,Seats Adjustment,Alloy Wheel,Rear Spoiler,Winker Mirror,Reverse Camera,Fog Lights",,"Toyota Estima 2010<br />Stock No: 100893<br />Mileage: 94436 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Mordialloc Yard<br />247 Boundary Road, Mordialloc VIC 3195 <br />Phone: 03 7065 6403<br />sales.mordialloc@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,AHR20,,,False,False,False,A,True,,,4WD,5,4,,False,AHR20-7051454,Gray,VIC,08/10,00/00,,,,,,,Yes,,,True,In_Stock,0000,,,,,,,,0,,,,,8
100895,Honda,Fit Shuttle,HYBRID HONDA SENSING,,6ZZL000GP72122647,17995.0000,2020,91706,Station Wagon,Gray,1500,Auto,Hybrid,"Power Steering,Power Window,Air Condition,Power Mirror,Push Start,ABS Brakes,Reverse Camera,Traction Control,Collision Braking,Keep Lane Assist,Folding Side Mirror,Climate Control,Cruise Control,Sports Mode,Seats Adjustment,Rear Spoiler,Winker Mirror",,"Honda Fit Shuttle 2020<br />Stock No: 100895<br />Mileage: 91,706km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,GP7,,,False,False,False,A,True,,,2WD,5,4,,False,GP7-2122647,Gray,VIC,09/20,03/25,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,5
100903,Toyota,C-HR,S LED PACKAGE,,6ZZJ0ZYX102131396,22995.0000,2018,127900,SUV,Pearl White,1800,Auto,Hybrid,"Power Window,Power Steering,Air Condition,ABS Brakes,Push Start,EV Mode,Traction Control,Keep Lane Assist,Cruise Control,Dash Camera,Eco Mode,Reverse Camera,Seats Adjustment,Rear Spoiler,Alloy Wheel,Winker Mirror,Fog Light",,"🚗 Toyota C-HR 2018 <br />📌 Stock No: [100903]<br />📌 Mileage: [127,900 km]<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />✅ Odometer Verified<br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, which are available for your reference and peace of mind.<br /><br />💰 Price Includes:<br />✔️ Roadworthy Certificate (RWC)<br />✔️ Registration<br />✔️ Transfer Fees<br /><br />🚘 Additional Services Available:<br />✔️ Video Walkaround Inspections<br />✔️ Finance & Car Loan Options<br />✔️ GST Invoice Available<br />✔️ 1–5 Year Extended Warranty<br />✔️ Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />✅ Trusted Japanese Import Specialists<br />✅ Quality Vehicles Direct from Japan<br />✅ Verified Odometer Readings<br />✅ Competitive Finance Solutions<br />✅ Extended Warranty Options<br />✅ Friendly & Experienced Team<br /><br />📍 Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />📞 07 2147 6999<br />📧 sales.brisbane@ukajapan.com.au<br />🌐 www.ukajapan.com.au<br /><br /><br />LMCT: 4933717<br /><br /><br />⚠️ Vehicle features and specifications may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,ZYX10,,,False,False,False,A,True,,,2WD,5,4,,False,ZYX10-2131396,Gray,VIC,05/18,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,5
100908,Toyota,Estima,x,,6ZZA0AHR207053094,15995.0000,2010,81864,VAN,Pearl White,2400,Auto,Hybrid,"Power Steering,Power Window,Air Condition,ABS Brakes,Power Mirror,Reverse Camera,Seats Adjustment,Folding Side Mirror,Power Slide Doors,Rear Spoiler,Alloy wheels,Winker Mirror,Fog Lights",,"Toyota Estima 2010<br />Stock No: 100908<br />Mileage: 81,864 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,AHR20,,,False,False,False,A,True,,,4WD,5,4,,False,AHR20-7053094,Beige,VIC,10/10,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,8
100920,Toyota,C-HR,,,6ZZJ0ZYX102141894,22495.0000,2018,100565,SUV,Black,1800,Auto,Hybrid,"Power Window,Power Steering,Air Condition,ABS Brakes,Reverse Camera,Push Start,Seats Adjustment,EV Mode,Traction Control,Eco Mode,Dual Zone Climate Control,Cruise Control,Keep Lane Assist,Winker Mirror,Alloy wheel,Rear Spoiler",,"Toyota C-HR 2018<br />Stock No: 100920<br />Mileage: 100,958 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,ZYX10,,,False,False,False,A,True,,,2WD,5,4,,False,ZYX10-2141894,Gray,VIC,07/18,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100924,Toyota,Harrier,Z,,6ZZMAXUH800027833,38995.0000,2021,106151,SUV,White,2500,Auto,Hybrid,"Power Window,Power Steering,Push Start,Air Condition,ABS Brakes,Power Mirror,Reverse Camera,Parking Sensor,Alloy Wheels,Winker Mirror,Rear Spoiler,Leather Seats,Electric Seats Adjustment,Traction Control,Auto Boot,Cruise Control,Climate Control,Keep Lane Assist",,"Toyota Harrier 2021<br />Stock No: 100924<br />Mileage: 106,151 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,AXUH80,,35995.0000,False,False,False,A,True,,,2WD,5,4,,False,AXUH80-0027833,Gray,VIC,05/21,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100930,Toyota,Vellfire,2.4Z,,6ZZC0ANH208200165,18995.0000,2012,116915,Van,Black,2400,Auto,Petrol,"Power Window,Power Steering,Air Condition,Power Slide Doors,Push Start,Reverse Camera,Dual Zone Climate Control,Traction COntrol,Eco mode,Nanoe Mode,Folding Side Mirror,Seats Adjustment,Rear Spoiler,Parking Sensor,Alloy Wheel,Winker Mirror,Fog Lights",,"Toyota Vellfire 2012<br />Stock No: 100930<br />Mileage: 116,915 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,ANH20,,,False,False,False,A,True,,,4WD,5,4,,False,ANH20-8200165,Gray,VIC,01/12,04/26,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,7
100931,Subaru,Legacy,2.0GT DIT Eyesight,,6ZZD0000BRG007080,14995.0000,2013,82784,Station Wagon,Dark Gray,2000,Auto,Petrol,"Power Window,Power Steering,Air Condition,Power Mirror,Push Start,Electric Seats Adjustment,Alloy Wheels,Reverse Camera,Cruise Control,Sport Intelligence Mode,Traction Control,Rear Spoiler,Climate Control,Ventilated Mode,Half Leather Seats,Winker Mirror,Alloy Wheel,Fog Lights",,"Subaru Legacy 2013<br />Stock No: 100931<br />Mileage: 82,784 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,BRG,,,False,False,False,A,True,,,4WD,5,4,,False,BRG-007080,Gray,VIC,03/13,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100939,Nissan,Elgrand,250 HIGHWAY STAR,,6ZZA000TE52008163,15995.0000,2010,87222,Van,Black,2500,Auto,Petrol,"Power Window,power Steering,Air Condition,Push Start,Dash Camera,Dual Zone Climate Control,Seats adjustment,Half Leather Seats,Tractio Control,Power Slide Doors,Rear Spoiler,Reverse Camera,Parking Sensor,Alloy Wheels,Winker Mirror,Fog Lights",,"Nissan Elgrand 2010<br />Stock No: 100939<br />Mileage: 87,222km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,TE52,,,False,False,False,A,True,,,2WD,5,4,,False,TE52-008163,Gray,VIC,11/10,04/26,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,7
100945,Toyota,Vellfire,2.4Z PLATINUM SELECTION,,6ZZB0ANH208167017,19995.0000,2011,107789,Van,Pearl White,2400,Auto,Petrol,"Power Window,Power Steering,Push Start,Reverse Camera,Power Slide Doors,Air Condition,Climate Control,Dual Zoe Climate Control,Folding Side Mirror,Seats Adjustment,Rear Spoiler,Parking Sensor,Alloy Wheels,Winker Mirror,Fog Light",,"Toyota Vellfire 2011<br />Stock No: 100945<br />Mileage: 107,789 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,ANH20,,18995.0000,False,False,False,A,True,,,2WD,5,4,,False,ANH20-8167017,Gray,VIC,01/11,03/25,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,7
100946,Toyota,Prius Alpha,S,,6ZZB0ZVW413028373,16495.0000,2011,45667,Station Wagon,Light Blue,1800,Auto,Hybrid,"Power Steering,Power Window,Air Condition,ABS Brakes,Push Start,Seats Adjustment,Climate Control,EV Mode,Eco Mode,Folding Side Mirror,Rear Spoiler,Winker Mirror,Reverse Camera,Alloy Wheel,Fog Lights",,"Toyota Prius Alpha 2011<br />Stock No: 100946<br />Mileage: 45,667km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,ZVW41,,,False,False,False,A,True,,,2WD,5,4,,False,ZVW41-3028373,Gray,VIC,10/11,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
100948,Toyota,Estima,Aeras,2FO7AY,6ZZA0ACR507091061,13700.0000,2010,147130,Van,Pearl White,2400,Auto,Petrol,"Power Window,Power Steering,Air Condition,ABS Brakes,Dash Cam,Fog Light,Winker Mirror,Rear Spoiler,Reverse Camera,Seats Adjustment,Climate Control,Cruise Control,Power Door,Push Start",,"Toyota Estima 2010<br />Stock No: 100948<br />Mileage: 147,130km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,ACR50,,,False,False,False,A,True,04/11/2026,,2WD,5,4,,False,ACR50-7091061,Gray,VIC,06/10,08/26,,,,,,,Yes,,,True,On_Offer,2AZG635242,,,,,,,,0,,,,,7
100950,Toyota,Vellfire,2.4Z PLATINUM SELECTION 2,,6ZZA0ANH208153191,18995.0000,2010,120862,Van,Pearl White,2400,Auto,Petrol,"Power Steering,Power Window,Air Condition,ABS Brakes,Power Mirror,Push Start,Power Slide Door,Alloy Wheel,Dual Zone Climate Control,Traction Control,Seats Adjustment,Dash Camera,Parking Sensor,Winker Mirror,Rear Spoiler,Reverse Camera",,"Toyota Vellfire 2010<br />Stock No: 100950<br />Mileage: 120,986km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Mordialloc Yard<br />247 Boundary Road, Mordialloc VIC 3195 <br />Phone: 03 7065 6403<br />sales.mordialloc@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,ANH20,,,False,False,False,A,True,,,2WD,5,4,,False,ANH20-8153191,Gray,VIC,10/10,06/26,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,7
